country,year,pharma_imports
KHM,2022,368396704.7
KHM,2023,339194569.69
KHM,2024,267397327.71
KIR,2014,681094.801
KIR,2015,842655.918
KIR,2016,754434.82
KIR,2017,493798.628
KIR,2018,1093430.889
KIR,2020,512446.902
KIR,2021,429873.601
KNA,2014,3101686.0
KNA,2015,3186748.873
KNA,2016,3917586.216
KNA,2017,4220858.024
KOR,2014,4841305206.0
KOR,2015,4761164558.0
KOR,2016,5531105657.0
KOR,2017,5604320793.0
KOR,2018,6496338496.0
KOR,2019,7093611497.0
KOR,2020,7996857197.0
KOR,2021,10450088192.0
KOR,2022,10995436146.0
KOR,2023,9952802780.0
KOR,2024,9471990098.0
KWT,2014,961836075.0
KWT,2015,1084692686.402
KWT,2016,1138553162.631
KWT,2017,1365661815.75
KWT,2018,1326662066.0
KWT,2019,1390645844.0
KWT,2020,1591148446.0
KWT,2021,1665824378.0
KWT,2022,1590214562.422
KWT,2023,1881029378.0
KWT,2024,2327119021.0
LAO,2014,25914910.0
LAO,2015,25288715.0
LAO,2016,17128621.0
LAO,2017,21503382.0
LAO,2018,28228825.0
LAO,2019,31838686.02
LAO,2020,31671194.31
LAO,2021,78943097.14
LAO,2022,61388119.11
LAO,2023,32974805.01
LBN,2014,1140674040.0
LBN,2015,1125406020.079
LBN,2016,1213949428.0
LBN,2017,1287910358.0
LBN,2018,1329246319.0
LBN,2019,1242450570.3
LBN,2020,1184268400.0
LBN,2021,900232422.0
LBN,2022,551818309.0
LBN,2023,621245298.0
LBN,2024,736677656.0
LBR,2017,36752826.0
LBR,2018,29009674.04
LBR,2019,28167727.66
LBR,2020,39904587.13
LBR,2021,64809606.28
LBR,2022,34745675.85
LBR,2023,25184540.77
LBY,2016,319873029.0
LBY,2017,343885984.892
LBY,2018,542717669.258
LBY,2019,390655925.0
LCA,2014,6468880.0
LCA,2015,6962582.0
LCA,2016,10434132.0
LCA,2017,10827959.568
LCA,2018,14722382.54
LCA,2019,8834613.01
LCA,2020,9146397.81
LKA,2014,332962867.0
LKA,2015,401746279.0
LKA,2016,449829723.0
LKA,2017,435133495.227
LKA,2019,449808878.994
LKA,2020,496693011.309
LKA,2021,814940178.47
LKA,2022,448318771.99
LKA,2023,562854000.278
LKA,2024,452631031.227
LSO,2014,19802299.888
LSO,2015,25956647.096
LSO,2016,48668371.705
LSO,2017,44284114.105
LSO,2018,35898698.272
LSO,2019,48876614.101
LSO,2020,51151544.346
LSO,2021,40367941.044
LSO,2022,40262257.395
LSO,2023,28605259.952
LSO,2024,33602698.571
LTU,2014,1053072068.0
LTU,2015,1070924166.0
LTU,2016,1062171992.99
LTU,2017,1141916243.0
LTU,2018,1194620266.0
LTU,2019,1390448470.0
LTU,2020,1466667549.0
LTU,2021,1613170735.0
LTU,2022,1601166771.0
LTU,2023,1776082854.0
LTU,2024,1928015150.0
LUX,2014,473174953.0
LUX,2015,413512965.0
LUX,2016,440697940.0
LUX,2017,475744691.577
LUX,2018,529995687.551
LUX,2019,529315025.598
LUX,2020,568977153.197
LUX,2021,624801826.1
LUX,2022,656005708.354
LUX,2023,741044483.532
LUX,2024,836044682.854
LVA,2014,643102093.148
LVA,2015,563260887.188
LVA,2016,624233497.1
LVA,2017,666586185.142
LVA,2018,701406345.147
LVA,2019,722728780.716
LVA,2020,757657780.782
LVA,2021,928364476.871
LVA,2022,932251458.77
LVA,2023,984810190.461
LVA,2024,1012300483.098
MAC,2014,195778335.223
MAC,2015,235055226.0
MAC,2016,229450032.0
MAC,2017,219757032.784
MAC,2018,231130392.054
MAC,2019,298629177.247
MAC,2020,304619504.969
MAC,2021,402479135.987
MAC,2022,440532713.374
MAC,2023,465496392.657
MAC,2024,493560365.091
MAR,2014,582689809.0
MAR,2015,516640575.788
MAR,2016,556909378.0
MAR,2017,590705427.401
MAR,2018,626933338.782
MAR,2019,668870223.822
MAR,2020,752973483.25
MAR,2021,1427338794.05
MAR,2022,822817454.503
MAR,2023,889095684.397
MAR,2024,1073434728.416
MDA,2014,269590488.0
MDA,2015,187810222.0
MDA,2016,183973695.0
MDA,2017,223702861.0
MDA,2018,244873813.0
MDA,2019,275363698.0
MDA,2020,255910026.0
MDA,2021,334009445.0
MDA,2022,277124632.0
MDA,2023,300176890.0
MDA,2024,323785538.0
MDG,2014,103573592.331
MDG,2015,97290478.18
MDG,2016,113319345.058
MDG,2017,106918540.838
MDG,2018,124686721.872
MDG,2019,147293225.719
MDG,2020,139474672.481
MDG,2021,162555159.369
MDG,2022,178774652.257
MDG,2023,172644542.19
MDG,2024,192541868.477
MDV,2014,16871112.0
MDV,2015,20277596.0
MDV,2016,20272597.0
MDV,2017,26227612.778
MDV,2018,31877424.624
MDV,2019,36117134.4
MDV,2020,42343483.451
MDV,2021,57223993.453
MDV,2022,54217312.26
MDV,2023,52579269.562
MDV,2024,48017317.776
MEX,2014,4938808543.0
MEX,2015,4804125675.0
MEX,2016,4142724082.0
MEX,2017,4241619143.0
MEX,2018,4649534323.0
MEX,2019,4809350913.0
MEX,2020,4993474611.0
MEX,2021,6009355111.0
MEX,2022,6252206460.0
MEX,2023,7727470135.0
MEX,2024,8816912366.0
MKD,2014,171620533.0
MKD,2015,141220270.95
MKD,2016,156553770.19
MKD,2017,166407559.9
MKD,2018,214143619.52
MKD,2019,198752932.9
MKD,2020,234243597.83
MKD,2021,290225285.83
MKD,2022,223652938.49
MKD,2023,277127431.589
MKD,2024,290053698.03
MLI,2016,155200213.0
MLI,2017,243109381.781
MLI,2018,208241231.14
MLI,2019,204138103.94
MLI,2020,224930107.78
MLI,2021,278656906.234
MLI,2022,265262240.937
MLI,2023,238309649.239
MLT,2014,158098154.0
MLT,2015,143779478.0
MLT,2016,157527804.0
MLT,2017,209311704.182
MLT,2018,287418538.494
MLT,2019,268182142.369
MLT,2020,331360730.574
MLT,2021,385515268.511
MLT,2022,373419818.199
MLT,2023,413842219.288
MLT,2024,518848797.607
MMR,2014,287025185.215
MMR,2015,289118702.275
MMR,2016,344087301.37
MMR,2017,525896585.586
MMR,2018,549650134.798
MMR,2019,560118967.389
MMR,2020,592481639.69
MMR,2021,533397254.353
MMR,2022,603960938.509
MMR,2023,407821848.955
MMR,2024,340928599.24
MNE,2014,75804595.0
MNE,2015,71078415.0
MNE,2016,69076695.694
MNE,2017,82032291.354
MNE,2018,99125305.648
MNE,2019,115402137.2
MNE,2020,128314972.081
MNE,2021,181241188.843
MNE,2022,158139917.792
MNE,2023,200241775.956
MNE,2024,224741861.631
MNG,2014,80210607.0
MNG,2015,73777657.0
MNG,2016,90873918.0
MNG,2017,94394189.15
MNG,2018,118075269.12
MNG,2019,107886667.33
MNG,2020,117951965.1
MNG,2021,284108907.89
MNG,2022,176078354.623
MNG,2023,168264440.376
MOZ,2014,171195470.0
MOZ,2015,315672232.76
MOZ,2016,197952395.22
MOZ,2017,205114330.651
MOZ,2018,200082666.913
MOZ,2019,210967067.796
MOZ,2020,286401577.964
MOZ,2021,302550118.858
MOZ,2022,286084610.912
MOZ,2023,296112000.0
MOZ,2024,211483836.0
MRT,2014,32438556.0
MRT,2015,27826220.55
MRT,2016,24723518.0
MRT,2017,29944745.232
MRT,2018,47369219.28
MRT,2019,36950086.99
MRT,2020,42551721.576
MRT,2021,259059077.96
MRT,2022,71085716.132
MRT,2023,131713476.244
MRT,2024,109406248.602
MSR,2014,236532.0
MSR,2015,223601.399
MSR,2016,208008.473
MSR,2017,166108.119
MSR,2018,438220.865
MSR,2019,226099.77
MSR,2020,240006.664
MSR,2021,489096.133
MSR,2022,418358.459
MSR,2023,875545.314
MSR,2024,363075.477
MUS,2014,115676293.0
MUS,2015,114209041.0
MUS,2016,121535010.647
MUS,2017,120434506.513
MUS,2018,136602428.336
MUS,2019,150796937.299
MUS,2020,154410886.541
MUS,2021,243137581.646
MUS,2022,173136655.697
MUS,2023,187802401.742
MUS,2024,183104534.047
MWI,2014,242920376.92
MWI,2015,189871292.627
MWI,2016,224954884.343
MWI,2017,173545467.875
MWI,2018,131126422.323
MWI,2019,173149157.698
MWI,2020,160058312.87
MWI,2021,247949138.541
MWI,2022,63087234.843
MWI,2023,169052700.83
MWI,2024,165000952.984
MYS,2014,1526843688.0
MYS,2015,1357113463.0
MYS,2016,1300988801.0
MYS,2017,1280051176.309
MYS,2018,1486980103.327
MYS,2019,1646547663.057
MYS,2020,1740858562.832
MYS,2021,2738273929.283
MYS,2022,2215440542.037
MYS,2023,2300898610.336
MYS,2024,2402526769.574
NAM,2014,157732075.0
NAM,2015,146804675.0
NAM,2016,162680270.0
NAM,2017,145296699.725
NAM,2018,157383021.215
NAM,2019,160499911.817
NAM,2020,150892359.894
NAM,2021,203322308.023
NAM,2022,166474223.32
NAM,2023,137952979.18
NAM,2024,164287706.814
NCL,2014,101966654.0
NCL,2015,100601424.0
NER,2014,69213439.0
NER,2015,53278100.0
NER,2016,62644551.685
NER,2017,73703057.879
NER,2018,71193838.67
NER,2019,108266406.269
NER,2020,260329768.515
NER,2021,128803985.994
NER,2022,103184154.326
NER,2023,92645691.236
NER,2024,128519263.27
NGA,2014,414979709.0
NGA,2015,428289491.35
NGA,2016,503610681.0
NGA,2017,389113124.162
NGA,2018,606311172.762
NGA,2019,1452811110.66
NGA,2020,2968808147.449
NGA,2021,1360086553.711
NGA,2022,1056653305.255
NGA,2023,756630714.65
NGA,2024,642977519.17
NIC,2014,347082211.0
NIC,2015,410297966.0
NIC,2016,415940641.85
NIC,2017,458176422.21
NIC,2018,375550687.43
NIC,2019,361686801.09
NIC,2020,388686432.27
NIC,2021,524522161.05
NIC,2022,503888219.45
NIC,2023,501178540.06
NIC,2024,550872142.8
NLD,2014,19324111031.041
NLD,2015,14432215955.997
NLD,2016,15425556712.563
NLD,2017,15216324640.863
NLD,2018,16695505679.665
NLD,2019,18325956905.502
NLD,2020,21323213949.668
NLD,2021,25588419773.05
NLD,2022,24197156870.981
NLD,2023,24016959696.953
NLD,2024,22093363230.232
NOR,2014,2087339600.0
NOR,2015,1805451818.647
NOR,2016,1887065001.0
NOR,2017,2328264403.339
NOR,2018,2388031073.051
NOR,2019,2233406136.309
NOR,2020,2363485352.216
NOR,2021,2924447186.484
NOR,2022,2715635742.233
NOR,2023,2581039287.49
NOR,2024,3034325970.5
NOR,2025,3309517913.549
NPL,2014,183866638.0
NPL,2015,263593986.0
NPL,2016,232394177.368
NPL,2017,238728408.884
NPL,2018,278656117.58
NPL,2019,261111353.42
NPL,2020,216056795.17
NPL,2021,523589837.37
NPL,2022,436607394.058
NZL,2014,936637056.546
NZL,2015,868732023.548
NZL,2016,922531455.963
NZL,2017,943288155.053
NZL,2018,1008869678.257
NZL,2019,962287228.182
NZL,2020,993694958.864
NZL,2021,1421205710.054
NZL,2022,1655209352.367
NZL,2023,1493558455.134
NZL,2024,1419646139.918
OMN,2014,395615295.994
OMN,2015,425071953.941
OMN,2016,378443981.545
OMN,2017,459143342.292
OMN,2018,469007918.778
OMN,2019,503514147.141
OMN,2020,554627281.683
OMN,2021,565008904.187
OMN,2022,586493174.635
OMN,2023,670293676.454
PAK,2014,745739792.0
PAK,2015,677541378.0
PAK,2016,715234047.0
PAK,2017,787013682.656
PAK,2018,878301388.74
PAK,2019,797034297.039
PAK,2020,781483631.891
PAK,2021,3781283188.361
PAK,2022,1261731532.033
PAK,2023,719168390.783
PAK,2024,773743536.154
PAN,2014,1509688636.0
PAN,2015,1594580288.0
PAN,2016,1829842760.0
PAN,2017,1610782091.0
PAN,2018,2299835982.0
PAN,2019,1878386322.0
PAN,2020,1765414148.0
PAN,2021,774288764.0
PAN,2022,817524109.0
PAN,2023,752007283.0
PAN,2024,824555463.0
PER,2014,713605497.88
PER,2015,944851954.97
PER,2016,770195026.74
PER,2017,776969697.47
PER,2018,871987127.99
PER,2019,960056964.56
PER,2020,1079145130.49
PER,2021,1208308917.61
PER,2022,1151851342.501
PER,2023,1088132939.04
PER,2024,1143103130.146
PHL,2014,1004680248.0
PHL,2015,1237494373.0
PHL,2016,1429908408.0
PHL,2017,1685562363.0
PHL,2018,1638387393.75
PHL,2019,1821922680.0
PHL,2020,1772237939.0
PHL,2021,3700962721.0
PHL,2022,2703677089.0
PHL,2023,2351755472.0
PHL,2024,2325846847.0
PLW,2014,2669330.0
PLW,2015,1511432.0
PLW,2016,3348227.0
PLW,2017,3080808.66
PLW,2018,3576450.08
PNG,2019,70981495.359
PNG,2020,50640439.986
PNG,2021,58770930.005
PNG,2022,68835007.521
PNG,2023,65541626.972
POL,2014,5913377706.0
POL,2015,5095089338.0
POL,2016,5471523596.0
POL,2017,6288731205.0
POL,2018,7507578220.0
POL,2019,6469240586.0
POL,2020,8499464644.0
POL,2021,8295299527.0
POL,2022,10361399332.0
POL,2023,11329017440.0
POL,2024,14270458095.0
PRT,2014,2697236404.0
PRT,2015,2497422833.3
PRT,2016,2565726279.893
PRT,2017,2613877496.406
PRT,2018,3162368221.317
PRT,2019,2949362882.449
PRT,2020,3239042235.74
PRT,2021,3767371312.557
PRT,2022,3756071971.177
PRT,2023,3797528348.166
PRT,2024,4062006822.38
PRY,2014,191290670.0
PRY,2015,202911492.0
PRY,2016,233633742.0
PRY,2017,206798609.0
PRY,2018,241115130.0
PRY,2019,263367576.0
PRY,2020,276268347.0
PRY,2021,396307893.0
PRY,2022,431926633.98
PRY,2023,485805585.054
PRY,2024,462436897.22
PRY,2025,546204502.691
PSE,2014,115374091.0
PSE,2015,145230600.0
PSE,2016,123710209.0
PSE,2017,139329641.429
PSE,2018,172716564.514
PSE,2019,286892450.71
PSE,2020,204618399.34
PSE,2021,330922946.41
PSE,2022,256493395.985
PSE,2023,234926324.992
PYF,2014,82132737.0
PYF,2015,70619985.0
PYF,2016,77011667.49
PYF,2017,81859355.902
PYF,2018,91737132.419
PYF,2019,90295580.816
PYF,2020,95025645.891
PYF,2021,116331718.823
PYF,2022,104563623.585
PYF,2023,94566518.659
PYF,2024,99878981.192
QAT,2014,433466565.0
QAT,2015,511183586.746
QAT,2016,536315204.203
QAT,2017,575664898.519
QAT,2018,664750477.901
QAT,2019,638882355.25
QAT,2020,727660475.03
QAT,2021,859369694.211
QAT,2022,973743598.374
QAT,2023,928666352.497
QAT,2024,1134795138.399
ROU,2014,3485163394.0
ROU,2015,2876121989.0
ROU,2016,3038220078.0
ROU,2017,3330903014.67
ROU,2018,3528325351.17
ROU,2019,3825695827.36
ROU,2020,4233308439.14
ROU,2021,4820163072.95
ROU,2022,4751173613.58
ROU,2023,5469396185.48
ROU,2024,6578181814.95
RUS,2014,12804389983.0
RUS,2015,8691483707.0
RUS,2016,8908879228.45
RUS,2017,10840888708.79
RUS,2018,10581331864.51
RUS,2019,14078326331.66
RUS,2020,10806627923.007
RUS,2021,13779230193.473
RWA,2014,96422252.482
RWA,2015,87527279.598
RWA,2016,94669245.623
RWA,2017,106759077.797
RWA,2018,85281394.554
RWA,2019,102503070.01
RWA,2020,108848544.46
RWA,2021,115747410.7
RWA,2022,98250358.96
S19,2014,2656992435.0
S19,2015,2812992168.0
S19,2016,2952930052.0
S19,2017,3414817494.06
S19,2018,3859740454.08
S19,2019,4261283168.81
S19,2020,4435105643.545
S19,2021,5296588459.567
S19,2022,7284825352.62
S19,2023,5743449116.315
S19,2024,5706937619.082
SAU,2014,5297595890.0
SAU,2015,5697402938.772
SAU,2016,5152327240.401
SAU,2017,5303693042.293
SAU,2018,5575475540.668
SAU,2019,5366889184.228
SAU,2020,5682366858.741
SAU,2021,6929545297.161
SAU,2022,7319684333.808
SAU,2023,7775489724.813
SAU,2024,9146103050.814
SDN,2014,478511419.15
SDN,2015,501779828.0
SDN,2016,469344534.0
SDN,2017,508014949.0
SDN,2018,406979465.0
SEN,2014,198451988.0
SEN,2015,180297041.0
SEN,2016,178669153.0
SEN,2017,212936710.71
SEN,2018,243730796.22
SEN,2019,265028085.333
SEN,2020,281113927.76
SEN,2021,339057970.858
SEN,2022,311182222.012
SEN,2023,333942654.432
SEN,2024,353469734.432
SGP,2014,2169237119.476
SGP,2015,2234744043.127
SGP,2016,2334317800.511
SGP,2017,2494956250.045
SGP,2018,2931555640.644
SGP,2019,3190238119.445
SGP,2020,3604153685.051
SGP,2021,4449858055.784
SGP,2022,5180571629.767
SGP,2023,4351997743.134
SGP,2024,5748945483.256
SLB,2014,5852054.495
SLB,2015,5320576.0
SLB,2016,9617411.0
SLB,2017,4725180.816
SLB,2018,4270738.855
SLE,2014,37083358.0
SLE,2015,34272504.0
SLE,2016,45799661.0
SLE,2017,18455070.488
SLE,2018,24173609.39
SLV,2014,305784723.36
SLV,2015,344712638.7
SLV,2016,353400753.0
SLV,2017,347384422.24
SLV,2018,347514700.97
SLV,2019,416901650.98
SLV,2020,419689916.11
SLV,2021,617348120.33
SLV,2022,577435797.95
SLV,2023,580668716.76
SLV,2024,651739415.63
SRB,2014,673001271.0
SRB,2015,609997059.0
SRB,2016,596512071.0
SRB,2017,743377379.0
SRB,2018,833861184.0
SRB,2019,950228848.0
SRB,2020,1235138576.0
SRB,2021,1477772998.0
SRB,2022,1565846518.0
SRB,2023,1543263109.0
SRB,2024,1697325107.0
STP,2014,775158.0
STP,2015,582754.0
STP,2016,727919.0
STP,2017,1096314.508
STP,2018,1125399.188
STP,2019,2527598.55
STP,2020,1422518.891
STP,2021,1787641.78
STP,2022,1552407.07
STP,2023,1456746.749
SUR,2014,14914922.0
SUR,2015,17028643.013
SUR,2016,14204812.283
SUR,2017,16061258.604
SUR,2018,15455710.014
SUR,2019,17208047.987
SUR,2020,15805666.495
SUR,2021,18011499.6
SUR,2022,16694703.49
SUR,2023,15039461.837
SUR,2024,15352617.722
SVK,2014,2011573427.168
SVK,2015,1822973085.626
SVK,2016,1966123313.704
SVK,2017,1916683500.171
SVK,2018,1959991430.543
SVK,2019,2062022977.755
SVK,2020,2447316953.929
SVK,2021,2628805527.583
SVK,2022,2652532244.664
SVK,2023,2735824526.957
SVK,2024,3051088999.824
SVN,2014,1227779314.0
SVN,2015,1112286027.0
SVN,2016,1202583576.03
SVN,2017,1335995411.3
SVN,2018,1949350005.39
SVN,2019,4387390743.49
SVN,2020,5886266468.11
SVN,2021,6557357614.863
SVN,2022,9003898680.146
SVN,2023,8728747343.109
SVN,2024,11060883742.888
SWE,2014,4361586304.605
SWE,2015,3816635185.639
SWE,2016,4252850303.67
SWE,2017,4273742906.32
SWE,2018,4615338908.142
SWE,2019,4848111150.064
SWE,2020,5379713148.384
SWE,2021,5928979800.757
SWE,2022,6341014891.902
SWE,2023,6464201449.807
SWE,2024,7360152462.738
SWZ,2014,42128733.205
SWZ,2015,56887612.8
SWZ,2016,52530091.617
SWZ,2017,48161711.604
SWZ,2018,46940942.893
SWZ,2019,44030602.11
SWZ,2020,56306881.95
SWZ,2021,60035167.0
SWZ,2022,44936721.93
SWZ,2023,40456717.24
SYC,2014,16462029.79
SYC,2015,7324091.046
SYC,2016,7018558.136
SYC,2017,8444187.95
SYC,2018,8814366.702
SYC,2019,10157302.779
SYC,2020,10397753.949
SYC,2021,13124862.306
SYC,2022,11522005.491
SYC,2023,17625036.006
SYC,2024,18215218.786
TGO,2014,74255903.518
TGO,2015,99687805.588
TGO,2016,89344137.218
TGO,2017,110482450.308
TGO,2018,81539769.359
TGO,2019,125925201.934
TGO,2020,121069017.015
TGO,2021,143816792.836
TGO,2022,139097530.156
TGO,2023,145254696.744
TGO,2024,120200520.05
THA,2014,1935599187.0
THA,2015,2053280060.44
THA,2016,2117288919.36
THA,2017,2258263237.24
THA,2018,2555564278.9
THA,2019,2484069879.113
THA,2020,2472169817.889
THA,2021,3762079745.804
THA,2022,3518386758.155
THA,2023,3133996459.574
THA,2024,3061167966.36
TJK,2016,35940407.0
TJK,2017,42689497.0
TJK,2018,43458731.0
TJK,2019,48526802.0
TJK,2020,63997865.0
TJK,2021,98663512.0
TJK,2022,142831686.0
TJK,2023,89148919.0
TLS,2017,5743839.6
TLS,2018,6766533.68
TLS,2019,5882421.68
TLS,2020,2430836.76
TLS,2021,3186423.75
TLS,2022,13258250.66
TLS,2023,7068282.71
TON,2014,2007872.0
TON,2017,1868866.923
TON,2018,1186822.898
TON,2019,2083202.742
TON,2020,1598011.643
TON,2021,4159678.537
TON,2022,3978978.71
TON,2023,2627690.001
TTO,2014,148131555.281
TTO,2015,144775246.084
TTO,2016,136114233.111
TTO,2017,144645814.379
TTO,2018,157518272.3
TTO,2019,153092232.833
TTO,2020,157381241.085
TTO,2021,192760190.623
TTO,2022,175547072.935
TTO,2023,167672082.752
TTO,2024,198092299.315
TUN,2014,574085524.0
TUN,2015,502278156.0
TUN,2016,460332380.0
TUN,2017,507293995.382
TUN,2018,541702452.35
TUN,2019,544730902.806
TUN,2020,543949059.59
TUN,2021,612934163.704
TUN,2022,568356537.586
TUN,2023,588546520.086
TUN,2024,660601257.814
TUR,2014,4699801044.0
TUR,2015,4465525291.0
TUR,2016,4259456018.0
TUR,2017,4520075758.0
TUR,2018,4480314975.0
TUR,2019,4911312180.0
TUR,2020,4958182388.0
TUR,2021,6874838638.0
TUR,2022,4559581066.0
TUR,2023,4986408309.0
TUR,2024,5429296986.0
TZA,2014,481370529.0
TZA,2015,403125007.0
TZA,2016,326750722.0
TZA,2017,425232633.0
TZA,2018,281828433.808
TZA,2019,339839175.12
TZA,2020,439207582.58
TZA,2021,458771073.0
TZA,2022,739801715.8
TZA,2023,433152499.63
TZA,2024,358840658.05
UGA,2014,358081442.0
UGA,2015,370961932.0
UGA,2016,312418619.0
UGA,2017,268820904.26
UGA,2018,281158979.93
UGA,2019,300886274.24
UGA,2020,351484708.0
UGA,2021,450894348.41
UGA,2022,564445432.24
UGA,2023,507118835.51
UGA,2024,352626894.09
UKR,2014,2472769430.0
UKR,2015,1367034457.0
UKR,2016,1606956308.15
UKR,2017,1767338715.92
UKR,2018,1947012505.07
UKR,2019,2143147041.01
UKR,2020,2522556593.61
UKR,2021,2985069052.61
UKR,2022,1900210426.92
UKR,2023,2141885882.11
UKR,2024,2433212835.13
URY,2014,236930927.0
URY,2015,241143446.0
URY,2016,247767808.0
URY,2017,255154298.99
URY,2018,250265913.4
URY,2019,255117326.48
URY,2020,275426775.79
URY,2021,294418081.76
URY,2022,360419313.45
URY,2023,380411486.87
URY,2024,426358333.0
USA,2014,73042298937.0
USA,2015,86014133354.0
USA,2016,92512012582.0
USA,2017,96879110876.0
USA,2018,115634521729.0
USA,2019,128237981033.0
USA,2020,139518097697.0
USA,2021,149499507717.0
USA,2022,164993417087.0
USA,2023,177848475884.0
USA,2024,212666782330.0
UZB,2017,811129616.0
UZB,2018,852112190.99
UZB,2019,926812688.65
UZB,2020,1153247880.02
UZB,2021,1592716132.29
UZB,2022,1584955682.3
UZB,2023,1629561070.06
UZB,2024,1677064755.75
VCT,2014,4686384.932
VCT,2015,4311108.874
VCT,2016,4457953.561
VCT,2017,4463179.015
VCT,2018,5292409.234
VCT,2019,4809822.83
VCT,2020,4348761.96
VCT,2021,7945021.492
VCT,2022,6068280.072
VCT,2023,5982481.051
VNM,2014,2173627503.0
VNM,2015,2474224457.0
VNM,2016,2762982314.77
VNM,2017,3038302692.9
VNM,2018,3027091839.26
VNM,2019,3315226775.15
VNM,2020,3553972939.617
VNM,2021,4237730160.638
VNM,2022,3785136867.074
VNM,2023,3732493176.594
WSM,2014,5944232.0
WSM,2015,6318887.0
WSM,2016,5188736.0
WSM,2017,4923808.463
WSM,2018,5381066.22
WSM,2019,4877325.33
WSM,2021,8413672.891
WSM,2022,8132148.594
WSM,2023,7026676.617
WSM,2024,6041186.607
YEM,2014,435261932.0
YEM,2015,213933668.0
YEM,2018,111739167.226
YEM,2019,127845276.145
ZAF,2014,2068703957.96
ZAF,2015,2166566665.407
ZAF,2016,1897866128.955
ZAF,2017,2237723761.349
ZAF,2018,2477321282.076
ZAF,2019,2408616816.872
ZAF,2020,2409133447.952
ZAF,2021,3061087487.851
ZAF,2022,2528186419.889
ZAF,2023,2414251551.231
ZAF,2024,2423265732.636
ZAF,2025,2656890309.251
ZMB,2014,220114146.415
ZMB,2015,238681125.933
ZMB,2016,249024731.757
ZMB,2017,173157960.75
ZMB,2018,270797214.29
ZMB,2019,205456499.675
ZMB,2020,266152396.144
ZMB,2021,355965806.123
ZMB,2022,407095357.448
ZMB,2023,268294803.833
ZMB,2024,307211240.197
ZWE,2014,258312899.12
ZWE,2015,231411591.19
ZWE,2016,201997178.82
ZWE,2017,155443082.42
ZWE,2018,217112315.69
ZWE,2019,206673037.27
ZWE,2020,188712335.24
ZWE,2021,416484074.44
ZWE,2022,245247751.3
ZWE,2023,229622757.25
ZWE,2024,183209153.078
